	SP90989	SP117290	SP116797	SP84743	SP84982	SP9816	SP124439	SP107363	SP97194	SP5559	SP28659	SP107439	SP102581	SP23925	SP2293	SP53810	SP52667	SP79243	SP116578	SP121761	SP80754	SP96116	SP102133	SP30113	SP67609	SP116276	SP50097	SP116919	SP114898	SP81312	SP92364	SP125584	SP22031	SP26649	SP8831	SP99013	SP107784	SP94741	SP90629	SP94933	SP2155	SP85818	SP1305	SP56553	SP62616	SP107371	SP29559	SP84384	SP57189	SP48189	SP102973	SP69077	SP112907	SP27825	SP55235	SP80615	SP125778	SP80217	SP21017	SP111114	SP54113	SP25494	SP103894	SP82103	SP56704	SP53618	SP116715	SP124369	SP102045	SP79427	SP111031	SP18787	SP31126	SP93540	SP90125	SP94348	SP79998	SP111175	SP107012	SP112290	SP93227	SP77956	SP21400	SP116520	SP112985	SP49229	SP114980	SP96118	SP110847	SP99325	SP114916	SP99329	SP99197	SP59368	SP101740	SP69898	SP17172	SP81137	SP17905	SP89909	SP31030	SP111119	SP102143	SP33688	SP110851	SP102897	SP123846	SP86775	SP114968	SP57629	SP16886	SP19295	SP63546	SP116819	SP102035	SP114973	SP125746	SP125732	SP114917	SP114937	SP114944	SP112777	SP124384	SP114903	SP975	SP105018	SP135287	SP90209	SP59803	SP94332	SP92659	SP112947	SP116545	SP23502	SP25350	SP49114	SP116365	SP123975	SP98953	SP5052	SP23775	SP59448	SP116676	SP111170	SP116589	SP101670	SP103080	SP107076	SP110242	SP125752	SP84392	SP96126	SP95126	SP24135	SP1365	SP57735	SP102957	SP3631	SP18310	SP112817	DRUP01010025T	CPCT02050439T	CPCT02340026T	CPCT02340014T	DRUP01330020T	CPCT02070336T	CPCT02050424T	CPCT02340081T	CPCT02020865T	DRUP01030028T	CPCT02020597TII	DRUP01340014T	WIDE01010510T	CPCT02100089T	CPCT02080153T	CPCT02020815T	CPCT02120078T	CPCT02450014T	CPCT02020413T	CPCT02070357T	CPCT02070053T	CPCT02010605T	CPCT02100101T	CPCT02040317T	CPCT02030278T	CPCT02250003T	DRUP01030015T	CPCT02050117T	CPCT02070466TII	WIDE01010470T	CPCT02210064T	CPCT02010648T	DRUP01050003T	CPCT02100090T	CPCT02050149T	DRUP01020002T	CPCT02030351T	CPCT02020476T	DRUP01010142T	WIDE01010075T	CPCT02130170T	WIDE01010028T	CPCT02080273T	CPCT02220047T	CPCT02100092T	CPCT02140107T	CPCT02050436T	CPCT02080045T	CPCT02070436T	CPCT02010408T	CPCT02060033T	CPCT02010523T	CPCT02020436T	DRUP01010022T	CPCT02040329T	CPCT02050104T	CPCT02010772T	CPCT02070465T	CPCT02030430T	CPCT02030516T	CPCT02030421T	CPCT02220023T	CPCT02010579T	CPCT02340022T	CPCT02160003T	CPCT02030447T	CPCT02060013T	CPCT02020561T	DRUP01230001T	CPCT02130140T	DRUP01340003T	CPCT02050349T	WIDE01010372T	CPCT02080157T	CPCT02440020T	CPCT02360007T	CPCT02060224T	CPCT02020413TII	CPCT02220069T	CPCT02050385T	CPCT02050211T	WIDE01010208T	WIDE01010040T	CPCT02340010T	CPCT02010867T	CPCT02310017T	CPCT02120032T	CPCT02340030T	CPCT02030532T	CPCT02150052T	DRUP01070080T	CPCT02100141T	CPCT02130144T	CPCT02130131T	CPCT02220045T	CPCT02160058T	CPCT02210016T	CPCT02040280TII	CPCT02130146T	WIDE01010134T	CPCT02010635T	WIDE01010556T	CPCT02370010T	CPCT02380029T	CPCT02380026T	CPCT02070024T	CPCT02060054T	CPCT02050370T	CPCT02010373T	WIDE01010071T	CPCT02130184T	CPCT02070373T	CPCT02140057T	CPCT02070069TII	CPCT02010786T	CPCT02011068T	CPCT02120021T	CPCT02180025T	CPCT02080110T	CPCT02180009T	CPCT02090032T	CPCT02160021T	DRUP01030018T	CPCT02160034T	CPCT02450007T	DRUP01010078T	CPCT02340110T	CPCT02070043T	CPCT02180033T	CPCT02060264T	CPCT02070192T	CPCT02060265T	CPCT02070058T	CPCT02060140T	CPCT02040114T	WIDE01010026T	CPCT02100044T	CPCT02060225T	DRUP01070015T	CPCT02040299T	CPCT02080078T	CPCT02030451T	CPCT02050390T	CPCT02190055T	CPCT02011010T	CPCT02070244T	CPCT02070353T	CPCT02060291T	CPCT02020789T	CPCT02070131T	CPCT02070450T	CPCT02070145T	DRUP01040016T	CPCT02110059T	WIDE01010539T	CPCT02010486T	WIDE01010016T	CPCT02080120T	CPCT02310006T	CPCT02050170T	CPCT02010530T	DRUP01050017T	CPCT02040113T	CPCT02240008T	CPCT02060246T	CPCT02010715T	CPCT02010662T	CPCT02140012T	CPCT02090019T	CPCT02080294T	DRUP01070038T	WIDE01010565T	WIDE01010404T	DRUP01070009T	CPCT02050192T	CPCT02010505T	CPCT02050089T	WIDE01010228T	DRUP01010106T	CPCT02020599T	CPCT02180068T	CPCT02020428T	CPCT02390002T	DRUP01340015T	CPCT02010794T	CPCT02370012T
Ins2:U1:R2	0	1	0	0	1	0	2	0	8	1	0	0	0	0	0	5	2	0	0	0	0	0	1	7	0	0	0	0	1	0	3	0	0	0	0	0	1	1	1	6	0	0	1	0	0	0	0	1	3	0	6	0	0	0	6	3	0	0	4	0	5	2	1	1	2	1	4	0	0	0	0	4	2	1	1	1	0	0	1	0	2	0	1	0	0	0	0	1	0	6	0	0	2	0	0	0	2	0	2	0	0	1	0	0	2	10	0	0	2	0	1	1	0	1	0	0	3	0	0	0	0	0	1	1	1	0	0	2	1	0	2	0	0	0	0	0	1	0	2	0	0	1	0	1	0	0	2	0	7	0	1	0	0	0	0	2	6	0	2	1	4	0	0	0	11	2	2	0	6	0	0	0	0	0	1	8	2	49	4	0	1	0	3	2	1	25	0	0	1	1	1	0	23	1	2	1	0	1	3	0	0	0	4	1	0	7	1	0	2	1	1	0	3	0	2	5	0	0	4	3	1	2	0	2	2	1	2	0	10	3	0	2	1	6	1	10	0	2	2	2	3	2	1	1	17	1	1	3	24	2	6	0	2	1	0	3	11	7	2	2	0	0	2	0	1	5	0	4	8	0	1	0	2	1	5	0	0	0	2	0	2	1	8	4	0	11	2	0	6	0	3	0	0	0	2	0	0	1	4	2	0	2	1	5	3	5	0	2	0	0	0	0	5	0	0	1	1	0	0	0	5	3	1	1	3	0	1	1	1	2	1	2	0	1	0	0	0	2	3	1	1	1	3	0	1	6
Ins2:U1:R3	1	0	0	2	1	0	1	0	8	1	0	0	0	0	0	11	1	0	0	0	1	0	2	2	1	0	1	0	0	0	1	0	1	0	0	0	1	5	0	10	1	0	0	3	0	0	0	4	12	0	3	0	1	0	5	3	0	0	6	0	7	0	1	0	3	2	0	0	1	0	2	4	0	4	0	0	0	0	16	1	3	0	0	0	0	0	1	1	0	13	1	0	1	3	1	1	2	0	1	1	0	0	0	0	1	6	0	0	0	1	2	0	0	0	0	1	4	1	1	1	1	0	1	1	2	1	1	3	0	0	0	1	0	1	0	1	0	0	2	0	0	3	1	0	1	1	2	2	4	0	4	0	0	0	1	2	1	0	2	0	3	0	1	0	4	0	9	0	5	2	3	0	2	0	1	15	0	38	3	1	0	4	3	6	2	16	0	0	0	3	0	0	23	3	2	2	2	2	5	3	0	4	9	0	1	4	2	0	2	0	4	3	0	1	4	0	0	1	2	0	0	9	0	2	0	1	1	3	17	4	0	7	1	1	0	7	0	2	1	3	6	0	1	5	15	1	0	0	20	1	9	3	2	0	1	1	9	11	13	0	1	2	1	0	0	5	1	1	9	2	2	0	3	0	4	0	0	2	1	1	2	0	14	1	2	16	0	2	4	1	11	2	1	0	1	1	0	0	10	3	0	1	0	6	2	3	0	1	2	4	1	2	5	0	1	0	2	1	0	4	4	1	1	1	1	1	0	3	0	0	2	4	0	1	0	0	1	1	4	1	0	0	6	1	1	5
Ins2:U1:R4	4	2	0	1	1	0	1	1	5	0	1	0	0	0	0	0	0	0	0	0	3	1	0	5	1	0	0	0	2	0	0	0	2	0	0	0	1	2	1	5	0	0	0	3	0	0	0	3	1	0	2	1	0	0	0	0	0	0	5	2	3	0	1	2	0	1	0	0	0	0	1	1	2	2	0	0	0	0	7	1	1	0	0	0	0	0	0	0	1	8	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	4	0	0	1	1	0	1	1	1	2	0	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	2	0	8	1	2	0	0	0	0	0	2	0	2	0	2	0	0	2	18	1	3	0	1	0	1	0	0	0	0	3	1	102	0	1	2	0	3	2	0	13	0	1	0	3	0	0	26	0	0	1	1	0	0	3	0	0	15	0	1	1	0	1	1	0	1	1	0	1	1	1	0	0	1	0	0	4	1	1	1	0	0	0	11	1	2	1	1	4	0	2	0	1	0	1	2	0	1	0	5	1	4	2	16	1	1	1	3	0	0	0	11	5	6	1	0	0	0	1	2	4	1	1	5	0	0	1	1	0	3	1	0	2	0	0	0	4	4	1	1	6	0	0	1	0	3	1	0	0	1	1	0	0	0	0	2	0	0	1	1	2	0	0	0	1	1	3	8	1	1	0	0	0	1	1	1	3	0	0	0	0	1	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	4	1	0	0
Ins2:U1:R(5,9)	54	1	0	3	35	1	0	1	6	0	0	0	0	0	3	0	2	0	0	0	0	3	124	2	0	0	0	0	2	9	161	0	2	0	2	0	1	77	1	705	4	0	3	1	1	0	0	110	4	0	0	0	1	1	1	19	4	0	234	2	6	1	2	0	5	1	5	0	0	0	1	3	0	185	0	70	0	3	27	0	397	3	19	0	0	0	0	8	0	333	0	1	1	0	0	1	47	3	20	5	1	1	0	0	2	10	0	0	4	1	8	6	0	0	0	0	75	4	0	1	1	0	14	3	1	2	96	512	0	0	3	0	0	2	0	1	0	2	2	1	0	3	1	3	1	1	1	0	351	0	156	2	0	0	1	1	0	0	272	0	371	0	0	2	294	1	7	0	0	1	0	0	0	0	0	4	2	7627	0	1	2	1	150	3	2	1	0	0	1	37	7	0	2846	0	0	4	1	9	106	8	0	0	314	5	0	1	0	1	4	0	3	5	3	64	1	4	0	1	49	1	0	5	4	20	0	1	0	4	88	56	2	2	7	90	1	40	0	0	1	4	272	2	0	1	15	8	6	1	2332	14	145	8	7	0	8	1	386	5	237	5	0	7	3	34	5	49	1	3	6	0	3	1	4	0	168	1	1	0	3	2	2	5	706	3	0	8	1	0	11	0	65	0	1	1	1	1	3	1	124	2	1	1	1	1	1	1	2	5	1	17	3	4	451	1	4	0	0	0	0	52	3	179	2	0	1	1	4	3	1	0	20	3	2	0	0	1	6	12	4	1	5	1	0	0	0	5
Ins2:U2:R1	5	2	0	1	5	3	1	1	16	2	2	0	0	0	0	3	1	0	4	0	7	5	12	4	0	0	3	0	3	2	8	0	2	2	1	2	1	17	3	31	0	0	7	4	0	2	1	16	1	0	7	2	2	0	2	6	3	0	7	5	4	3	3	3	6	2	7	3	3	0	3	5	14	5	2	5	0	5	5	2	6	0	2	0	0	1	0	0	1	19	1	1	2	3	3	0	7	3	8	4	4	3	0	2	3	14	1	0	3	1	9	3	4	0	0	0	6	1	1	4	4	0	3	4	6	2	3	8	0	2	2	1	0	1	2	6	1	2	4	0	2	4	1	2	1	1	11	9	18	2	16	2	1	0	1	1	4	1	8	0	15	3	5	3	42	8	8	2	17	4	1	1	1	2	4	1	4	245	9	4	1	2	18	5	2	201	4	2	5	17	3	0	28	2	2	1	5	3	15	7	2	5	28	1	1	9	4	2	8	0	4	4	2	6	2	5	2	2	9	3	0	10	3	7	6	5	2	3	32	22	5	2	5	13	3	18	1	4	2	7	18	1	2	7	7	11	4	7	44	5	22	4	4	1	4	2	54	4	33	3	0	2	2	18	3	8	0	5	6	1	3	6	1	1	21	1	3	3	1	3	4	7	57	4	3	8	3	2	5	1	9	2	1	2	2	1	4	0	18	3	1	5	6	11	3	2	0	2	2	3	10	3	29	3	3	1	3	1	2	11	8	34	3	0	4	0	6	5	0	5	7	3	1	4	2	2	3	11	1	7	5	3	3	3	5	17
Ins2:U2:R2	10	1	0	2	9	0	1	0	6	1	0	0	0	0	0	3	1	0	0	0	3	1	11	4	1	0	1	0	1	4	18	0	0	0	1	2	0	13	3	50	2	0	4	0	0	0	1	10	3	0	4	2	1	0	2	11	2	0	19	3	2	3	1	4	1	0	5	1	1	0	3	4	5	13	2	12	0	3	5	2	4	0	2	0	0	0	1	0	2	12	1	0	3	0	1	1	8	3	10	3	0	2	0	1	3	7	0	0	1	0	4	3	0	0	1	1	8	3	2	0	0	0	11	2	2	2	13	12	0	0	2	0	0	3	0	0	0	1	1	2	0	6	3	2	3	0	4	1	34	2	17	2	0	2	1	0	1	0	25	0	25	1	0	1	41	4	4	1	7	0	2	1	1	1	1	2	2	160	1	2	0	0	11	2	1	141	1	2	1	12	2	1	27	1	5	2	2	5	26	8	2	4	44	1	0	3	4	2	6	1	3	2	1	20	1	5	1	1	16	0	0	6	3	4	5	1	2	3	16	21	1	2	2	19	3	33	2	2	3	2	41	0	2	1	7	4	3	0	38	4	18	1	7	1	5	0	82	3	37	2	1	2	1	18	4	11	3	5	6	0	4	1	1	0	18	0	1	0	1	1	2	7	70	4	0	5	5	1	7	0	12	0	2	0	2	1	1	0	11	2	0	1	5	4	1	2	0	0	3	6	0	4	38	2	9	1	0	1	1	12	5	80	2	2	0	0	0	5	0	3	21	3	0	2	2	1	5	5	1	3	1	2	2	0	2	4
Ins2:U2:R3	10	0	0	3	9	0	1	0	2	2	0	0	0	0	1	1	1	0	0	0	1	1	15	2	0	0	0	0	2	9	21	0	4	1	0	1	1	23	1	47	0	0	2	2	0	0	0	19	1	0	0	0	0	0	0	24	0	0	29	1	0	0	0	1	0	1	0	1	1	0	1	1	1	31	0	18	0	0	11	0	47	0	4	0	0	1	0	2	2	23	0	0	0	1	0	1	12	0	39	2	1	1	1	0	1	3	0	0	2	2	5	4	0	0	0	0	19	0	0	0	0	0	14	3	0	2	14	25	1	0	5	0	0	2	0	0	0	0	0	1	0	1	0	1	0	0	2	3	43	1	24	2	0	0	0	1	0	0	31	1	44	1	0	2	80	3	1	1	2	3	2	0	1	0	0	7	1	333	1	1	0	0	15	0	1	41	0	0	1	25	2	2	85	0	3	4	0	2	21	14	1	0	72	3	0	3	2	0	4	0	1	1	1	24	1	4	1	1	25	1	2	2	2	2	0	2	1	0	25	31	3	5	3	31	1	31	1	0	1	0	62	3	1	1	7	2	3	1	84	2	36	4	4	2	3	2	108	1	34	0	0	5	0	31	3	19	0	1	7	0	1	2	1	0	47	1	1	1	1	2	1	6	101	1	1	7	0	0	8	0	20	1	1	4	1	0	3	2	23	2	0	1	0	0	0	0	0	0	0	10	0	0	60	1	3	0	3	1	1	18	2	78	5	0	2	1	2	2	1	4	26	5	0	0	0	0	3	3	1	1	3	1	6	0	3	3
Ins2:U2:R4	93	0	0	2	55	0	0	0	1	0	3	0	0	1	1	2	0	0	3	0	3	5	160	3	0	0	0	0	3	23	188	0	8	0	2	1	5	133	1	347	0	0	4	0	0	0	0	185	8	0	0	0	2	0	0	59	1	0	212	6	1	1	1	3	1	1	10	0	2	0	6	7	3	168	0	97	0	8	77	0	198	3	13	0	0	1	0	21	4	220	0	0	0	1	1	1	64	7	78	34	2	9	0	1	6	36	0	0	2	9	20	16	0	0	0	0	101	8	1	1	1	0	52	3	5	3	150	212	0	0	19	0	0	2	0	0	0	1	6	0	0	8	3	8	0	0	0	0	294	3	220	7	0	0	1	0	1	0	262	0	269	3	0	1	225	3	3	0	0	2	3	0	4	0	1	4	2	3593	1	3	1	4	84	1	0	7	0	3	1	96	11	0	339	0	2	2	1	4	122	52	1	4	260	2	2	5	2	2	3	1	1	6	3	108	2	9	1	1	51	4	0	3	6	28	5	1	1	4	89	105	2	1	1	139	10	116	0	1	3	7	252	4	2	3	5	10	20	4	375	2	194	8	9	0	2	2	424	3	170	1	3	9	2	110	1	76	2	3	2	1	1	0	4	0	245	1	8	1	3	2	2	3	475	8	0	8	1	5	45	0	122	1	0	0	1	3	5	3	171	4	1	0	1	1	10	1	0	2	1	42	3	1	326	1	11	1	1	2	0	70	2	163	1	0	1	0	6	2	0	1	44	1	2	3	0	1	12	9	3	0	15	0	2	1	4	7
Ins2:U2:R(5,9)	588	11	0	18	362	1	8	9	1	2	3	1	0	2	1	2	0	1	1	1	13	28	999	10	0	0	2	0	16	52	1257	0	29	2	4	8	21	926	7	2442	0	0	9	8	3	5	5	807	14	5	2	1	6	4	1	154	8	1	1090	53	4	1	4	26	3	0	55	10	4	0	34	43	11	1230	3	776	3	39	454	2	904	5	44	0	3	16	2	99	17	1275	7	1	3	18	5	22	262	9	123	162	26	38	1	2	18	209	0	0	11	41	59	39	1	1	2	2	665	37	12	7	7	2	335	16	7	11	602	1010	4	0	54	2	1	12	5	1	3	2	24	1	2	52	11	46	0	3	1	3	1794	18	1047	63	3	4	8	3	0	2	1391	3	1913	38	0	12	2011	8	21	3	5	14	9	2	10	3	3	11	22	21850	4	20	12	52	780	14	10	15	18	0	11	336	100	3	1996	6	38	15	20	86	1167	324	8	14	2293	7	3	29	9	6	15	5	16	39	14	822	8	39	4	2	366	4	6	6	78	131	24	3	8	49	693	856	17	2	10	1084	53	926	3	2	22	25	2066	13	6	14	11	74	160	14	2108	37	1278	58	100	6	10	7	2949	14	1648	20	8	78	11	866	9	712	9	13	12	6	8	10	13	14	1485	12	52	4	38	3	3	21	3034	75	3	12	3	25	312	4	910	10	5	2	7	37	53	8	1291	17	15	7	10	2	23	7	4	7	15	318	32	20	2342	18	132	0	22	8	8	632	8	860	13	6	16	6	31	33	2	16	327	8	29	26	1	9	81	63	6	21	98	1	5	7	11	81
Ins3:U1:R1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	1	0	2	0	2	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	2	0	0	0	0	0	0	1	0	0	2	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	2
Ins3:U1:R2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	0	1	0	0	0	0	0	3	1	1	4	0	0	0	0	0	0	0	3	0	1	0	1	0	0	6	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	1	0	2	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Ins3:U1:R3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	9	1	0	0	1	0	0	0	4	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	1	2	0	0	2	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0
Ins3:U1:R4	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	3	0	1	0	0	0	0	0	0	2	1	7	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
Ins3:U1:R(5,9)	0	0	0	1	3	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	6	0	0	0	1	0	0	3	0	46	0	0	2	1	0	0	0	4	0	0	0	0	0	0	0	1	1	0	11	0	3	0	0	0	0	0	1	0	0	0	0	0	0	8	0	2	0	0	0	1	16	0	0	0	0	0	0	0	0	10	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	3	0	0	0	1	0	0	0	2	0	0	0	0	0	1	1	0	4	5	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	20	0	8	0	0	0	0	0	0	0	11	0	12	0	0	0	40	0	1	0	1	0	1	0	0	0	0	0	0	1109	0	0	1	0	12	1	1	1	0	0	0	1	0	0	227	0	0	0	0	0	6	0	0	2	22	0	0	0	0	0	2	0	0	2	1	5	0	0	0	0	5	0	0	1	0	1	1	0	0	0	11	7	0	0	0	4	0	3	0	0	2	0	16	0	0	0	1	0	1	0	144	2	4	2	0	0	5	0	33	0	19	0	0	0	2	2	1	4	0	0	0	0	0	0	0	0	7	0	0	1	0	0	1	1	46	1	1	0	1	0	1	0	3	0	0	1	0	1	0	0	8	0	1	1	0	0	0	0	0	0	0	0	0	0	20	0	1	0	0	0	0	3	2	18	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	2	0	0	1	0	1
Ins3:U3:R1	0	0	0	8	7	2	5	1	6	1	2	0	0	0	2	1	0	0	2	0	6	3	9	1	1	1	0	0	0	5	5	0	3	1	0	0	3	6	2	8	1	0	8	2	0	2	2	4	4	1	4	2	2	0	2	3	0	0	5	5	5	6	6	2	0	1	5	5	1	0	14	5	5	6	2	5	0	4	2	0	4	1	7	1	0	1	2	0	2	3	1	1	3	3	2	2	7	5	3	2	4	8	2	0	7	2	1	0	1	3	4	3	0	0	0	1	3	3	0	3	3	0	4	0	3	3	1	9	1	1	0	1	0	5	2	6	1	1	7	2	1	6	6	9	2	0	1	6	7	3	4	4	2	6	0	1	3	1	0	0	13	2	1	2	11	6	20	0	7	0	1	1	2	1	5	3	5	38	5	1	1	2	6	1	1	337	1	3	1	9	3	2	7	0	0	1	3	5	9	2	3	9	8	2	0	13	3	2	1	1	3	5	4	5	0	6	3	2	2	1	1	7	6	4	2	2	5	1	20	9	4	2	4	3	7	9	1	4	1	9	2	2	1	0	6	3	1	5	5	4	7	5	8	2	2	2	8	5	9	1	0	3	3	6	6	1	2	3	5	1	4	1	2	0	7	1	3	1	0	2	3	2	14	6	1	8	2	1	3	2	3	1	3	0	3	7	5	3	1	3	4	4	0	7	3	0	0	1	2	1	5	6	4	3	8	1	3	1	0	2	4	13	2	3	2	0	3	4	2	1	3	0	1	1	0	1	5	8	4	9	6	2	2	2	6	8
Ins3:U3:R2	3	1	0	2	1	1	3	0	2	0	0	0	1	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	2	6	0	0	1	1	0	0	0	1	0	0	0	2	0	0	1	1	1	0	3	1	0	1	4	0	1	2	0	0	0	0	3	0	0	5	0	1	0	1	1	0	2	1	0	0	0	1	1	0	1	3	0	1	2	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1	2	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	0	3	2	3	2	5	0	1	1	0	0	1	2	1	0	2	0	2	2	1	2	5	0	4	0	2	0	1	0	1	0	0	1	0	12	3	0	0	1	3	0	3	59	0	1	0	2	3	0	1	0	0	0	1	2	2	0	0	1	4	0	0	4	0	1	3	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	2	0	0	0	9	4	3	0	1	1	0	1	0	2	0	2	2	2	1	0	2	0	0	0	3	10	8	2	1	0	2	1	5	1	4	2	0	2	3	2	1	3	0	1	1	0	0	0	0	0	3	0	1	2	0	4	2	0	7	0	0	1	0	0	0	0	5	1	0	0	0	1	0	1	1	2	0	2	0	1	1	1	0	1	0	0	0	2	4	0	2	1	1	1	0	3	1	1	0	0	0	0	1	2	2	1	2	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1
